消費品項,class
【海之醇】優質無肚土魠魚片,食/水產類
【美威鮭魚】精選厚切下巴排-薄鹽口味,食/水產類
台灣海養去剌鱸魚排厚片,食/水產類
當季野生船釣白帶魚厚切,食/水產類
【Zhuyin】台南去刺鮮美虱目魚肚,食/水產類
【海之醇】去骨去刺鱸魚清肉,食/水產類
【海之醇】大規格野生前段白帶魚,食/水產類
【老張鮮物】澎湖直送野生鮮活小卷 ,食/水產類
【海之醇】智利鮭魚輪切,食/水產類
【愛上新鮮】 無鹽鯖魚,食/水產類
【澎湖區漁會】生鮮小管,食/水產類
【Cococina】無刺鮭魚菲力,食/水產類
【天時福】雙產銷美味純虱目魚丸雙口味組,食/水產類
【海之醇】嚴選土魠魚厚切,食/水產類
【鮮綠生活】去刺鮮美虱目魚皮,食/水產類
【優鮮配】北歐帶卵柳葉魚,食/水產類
【大食怪】北極格陵蘭Q彈熟甜蝦,食/水產類
【天時福】雙產銷外銷級金目鱸魚菲力片切,食/水產類
野生捕撈鮮凍大白鯧,食/水產類
【上野物產】阿拉斯加野生紅鮭 ,食/水產類
【大成】根島生態海蝦仁大成食品,食/水產類
【鮮綠生活】台灣金目鱸魚片增量版 ,食/水產類
【一手鮮貨】泰國免剝殼泰蝦仁,食/水產類
【好嬸水產】智利進口-獨特櫸木冷燻工法煙燻鮭魚,食/水產類
【海之醇】去刺去鱗鮭魚菲力,食/水產類
曾記 頂級野生烏魚子一口吃 澎湃,食/水產類
【海鮮主義】中秋必烤極致鮮甜魷魚一夜干,食/水產類
【大成】根島生態海蝦仁,食/水產類
【鮮綠生活】船凍基隆當季野生現撈小卷,食/水產類
【優鮮配】嚴選中段厚切鮭魚,食/水產類
【漢來飯店】五星主廚監製 霸王咕溜蝦滑,食/水產類
【三頓飯】無刺巴沙魚排,食/水產類
【海濤客】台灣野生一口烏魚子精緻送禮禮盒/家庭包 ,食/水產類
【優鮮配】無肚洞小鮭魚,食/水產類
【鮮綠生活】野生船凍透抽 ,食/水產類
【第一名頂級金鑽烏魚子】烏魚子禮盒,食/水產類
【陳家烏魚子】野生一口烏魚子_厚切,食/水產類
【鮮綠生活】智利頂級原料煙燻鮭魚切片,食/水產類
【鮮綠生活】特厚智利鮭魚切片,食/水產類
上億嚴選野生捕撈深海去刺皇帝魚,食/水產類
【鮮綠生活】超厚智利鮭魚切片 ,食/水產類
【優鮮配】宜蘭特選巨無霸XXL爆卵母香魚,食/水產類
【一手鮮貨】臺灣野生秋刀魚,食/水產類
挪威野生超大鯖魚片,食/水產類
【元家】鮮嫩格陵蘭大比目魚切片,食/水產類
【悅生活】鮮市集 高Omeaga3油脂菲力鮭魚肚條,食/水產類
【究好味】挪威薄鹽兩片切鯖魚,食/水產類
【好神】台灣鮮凍去刺白帶魚捲,食/水產類
【優鮮配】刺身用原裝生食級甜蝦,食/水產類
【鮮綠生活】現流手工去刺白帶魚清肉,食/水產類
野生巨無霸透抽超值組,食/水產類
【美威鮭魚】輕鬆料理系列,食/水產類
【優鮮配】厚切無肚洞輪切土魠魚,食/水產類
【永豐餘生技】澎湖現撈野生肉鯽魚,食/水產類
【海之醇】台灣物產午仔魚一夜干,食/水產類
【鮮綠生活】台灣金目鱸魚片 ,食/水產類
【鮮綠生活】頂級智利鮭魚菲力,食/水產類
【鮮綠生活】北海道花魚一夜干,食/水產類
【永豐餘生技】海水生態虱目魚肚,食/水產類
【海鮮主義】台灣產鮮甜去刺虱目魚肚,食/水產類
【優鮮配】智利鮭魚整尾切片真空組,食/水產類
【海之醇】嚴選SGS無刺巴沙魚排,食/水產類
【元家】御用極品 藍鑽蝦仁,食/水產類
【元家】格陵蘭超值冷凍厚切大比目魚,食/水產類
季節限定野生現流鮮凍赤筆魚,食/水產類
【優鮮配】頂級北極甜蝦,食/水產類
【美威鮭魚】挪威鮮嫩全魚切片,食/水產類
【蘇班長安心石斑】龍膽清肉切片,食/水產類
【一手鮮貨】台灣午仔魚,食/水產類
【鮮綠生活】嚴選特厚挪威薄鹽鯖魚片,食/水產類
【鮮綠生活】海鮮福箱,食/水產類
【三頓飯】挪威肥嫩厚切3XL鮭魚,食/水產類
超大厚切格陵蘭大比目魚,食/水產類
【永安新港社區】龍虎石斑鮮魚切塊,食/水產類
【三頓飯】澎湖船活凍生小卷,食/水產類
【華得水產】野生厚切特大白帶魚,食/水產類
【鮮綠生活】台南去刺虱目魚肚增量版,食/水產類
【烏野家】台灣一口烏魚子隨手包,食/水產類
【海之醇】冰島無肚洞扁鱈,食/水產類
【海之醇】大規格土魠魚厚切,食/水產類
【築地一番鮮】對剖熟凍帝王蟹肉腳,食/水產類
【優鮮配】特大活凍新鮮整尾石斑魚,食/水產類
【天和鮮物】龍虎斑魚下巴,食/水產類
【鮮綠生活】台灣金目鱸魚片,食/水產類
【海之醇】中段無肚白帶魚,食/水產類
當季鮮凍捕撈白帶魚厚切,食/水產類
【海之醇】干貝蝦滑,食/水產類
【好神】MIT鮮嫩鯛魚片,食/水產類
【永苑行】台灣野生厚切一口烏魚子,食/水產類
【三頓飯】野放活凍超大艾迪白蝦 ,食/水產類
【蘇班長安心石斑】龍虎石斑鮮魚條凍,食/水產類
【美味邸家】南方澳現撈兩片切鯖魚,食/水產類
【享吃海鮮】南方澳鮮撈無鹽鯖魚  ,食/水產類
【好嬸水產】北歐直送-鮮嫩大比目魚/扁鱈,食/水產類
【華得水產】熟凍爆蛋紅蟳,食/水產類
【海之醇】大規格午仔魚一夜干,食/水產類
【永苑行】買二送二 台灣野生一口烏魚子禮袋,食/水產類
【萊貝耶LABEYRIE】法國經典煙燻鮭魚切片,食/水產類
【海鮮主義】日本北海道去皮章魚腳,食/水產類
【北海漁鋪】彭佳嶼現流急凍赤宗,食/水產類
【急鮮配-優鮮配】厚切無肚洞格陵蘭大比目魚,食/水產類
【鮮綠生活】無漂白南方澳生凍吻仔魚,食/水產類
【元家】格陵蘭嚴選冷凍厚切大比目魚,食/水產類
【佶品豐味】格陵蘭扁鱈魚大比目魚超厚切無肚洞,食/水產類
【大成】根島生態蝦,食/水產類
【鮮綠生活】挪威薄鹽鯖魚M,食/水產類
【團圓烏魚子】頂級金鑽野生烏魚子,食/水產類
【Umai鎢滿】台灣野生一口烏魚子,食/水產類
【元家】北海道 黃金SA乾干貝禮盒,食/水產類
【三頓飯】台灣特大鮮嫩金目鱸魚片,食/水產類
【漢克嚴選】鮮甜割背大白蝦仁,食/水產類
【優鮮配】特大無CO外銷生食鯛魚清肉片,食/水產類
【王家的魚店】口湖精選上等烏魚子一口吃,食/水產類
【佶品豐味】厚切野生一口烏魚子,食/水產類
深海石狗公去刺魚片超值組,食/水產類
【優鮮配】厚片超大油質豐厚挪威薄鹽鯖魚,食/水產類
【泓源水產】智利急凍鮮嫩剖半鮭魚頭,食/水產類
【一手鮮貨】日本原裝生食級生蠔,食/水產類
【三頓飯】鮮凍特大厚切白帶魚,食/水產類
季之鮮五星級無毒生態急凍無膨發生鮮蝦仁,食/水產類
【優鮮配】宜蘭大尺寸爆卵香魚,食/水產類
【優鮮配】嚴選優質無肚洞土魠魚,食/水產類
【三頓飯】台南老饕XXL去刺虱目魚肚增量版,食/水產類
【一手鮮貨】東港黃金鯧魚,食/水產類
【團圓烏魚子】頂級金鑽烏魚子禮盒,食/水產類
【揚信】澎湃送禮-第一名王信丁頂級金鑽烏魚子,食/水產類
【低溫宅配-黑豬泰國蝦】大蝦公,食/水產類
【美威鮭魚】精選鮭魚菲力系列任選二件組,食/水產類
【元家】日本北海道 生食級干貝 4S等級,食/水產類
【鮮綠生活】嚴選特大生凍白蝦后,食/水產類
【RealShop】岩見鮑魚,食/水產類
【鮮綠生活】爆卵熟凍大紅蟳,食/水產類
【鮮綠生活】嚴選野放活凍超大白蝦,食/水產類
【優鮮配】超級巨無霸頂級鄂霍次克海生鱈場蟹腳,食/水產類
【一手鮮貨】日本生食級2S干貝,食/水產類
【優鮮配】海味之冠帶殼大連鮑魚,食/水產類
【玥沐嚴選】紅蟳 3〜4兩爆蛋活體冷凍 紅蟳,食/水產類
【華得水產】東港松板大目鮪魚腹肉,食/水產類
【三頓飯】特選生食級海膽,食/水產類
【優鮮配】蔚藍海-加勒比海8盎司龍蝦身,食/水產類
【好嬸水產】日本東北產-料亭專用生食級生蠔,食/水產類
【鮮綠生活】炙燒台灣一口吃烏魚子,食/水產類
【鮮綠生活】超大尺寸超厚正挪威薄鹽鯖魚,食/水產類
【優鮮配】嚴選口湖頭等獎野生烏魚子,食/水產類
【鮮綠生活】台南去刺虱目魚肚增量版 ,食/水產類
【鮮綠生活】嚴選霸王大草蝦 ,食/水產類
【億錸 養生蛤】嚴選活體大蛤蜊/文蛤,食/水產類
嚴選鮮凍野生白口魚,食/水產類
【鮮綠生活】鱈場蟹腳  ,食/水產類
【優鮮配】重量級鮮魚,食/水產類
【優鮮配】嚴選智利熟凍對剖帝王蟹肉腳,食/水產類
【好嬸水產】南美產-鮮甜軟Q船凍白蝦,食/水產類
【元家】日本北海道頂級3S生食級干貝,食/水產類
【築地一番鮮】厚片超大油質豐厚挪威薄鹽鯖魚,食/水產類
【優鮮配】船凍鮮甜QQ爆卵有蛋小卷,食/水產類
【鮮綠生活】帶尾無毒蝦仁,食/水產類
大火山火山極致蒜香壽喜牛,食/肉類/牛
小時厚牛排,食/肉類/牛
牛肉串,食/肉類/牛
牛肉咖哩,食/肉類/牛
牛肉捲,食/肉類/牛
豆皮牛肉串,食/肉類/牛
冷藏澳洲穀飼牛梅花火鍋肉片,食/肉類/牛
味王調理包紅燒牛,食/肉類/牛
法蘭克牛排,食/肉類/牛
威靈頓牛排,食/肉類/牛
美牛胸腹火鍋片,食/肉類/牛
美國五花牛,食/肉類/牛
美國板腱牛肉,食/肉類/牛
美國雪花牛肉,食/肉類/牛
美國翼板牛舌雙拼套餐,食/肉類/牛
剝皮辣椒牛肉串,食/肉類/牛
烤盤-美國牛五花,食/肉類/牛
紐西蘭菲力,食/肉類/牛
頂級無骨牛小排,食/肉類/牛
焙煎咖哩豆腐牛,食/肉類/牛
愛呷肉-雪花牛肉,食/肉類/牛
澳牛嫩腿心火片,食/肉類/牛
澳洲牛五花火片,食/肉類/牛
澳洲牛嫩腿心炒肉絲,食/肉類/牛
澳洲板腱牛排,食/肉類/牛
澳洲霜降牛,食/肉類/牛
熟成牛板腱套餐,食/肉類/牛
雙四盎司牛,食/肉類/牛
雙層牛肉,食/肉類/牛
翼板牛排 ,食/肉類/牛
鹽烤牛舌,食/肉類/牛
鹽醬牛五花,食/肉類/牛
熟成牛五花鍋套餐,食/肉類/牛
熟成板腱牛肉鍋套餐,食/肉類/牛
極品牛肉湯,食/肉類/牛
雙層牛肉堡,食/肉類/牛
【漢克嚴選】美國和鑽牛PRIME雪花嫩肩牛排,食/肉類/牛
【勝崎生鮮】美國1855黑安格斯熟成極鮮嫩肩牛排,食/肉類/牛
【王品集團】王品嚴選美國嫩肩里肌原塊牛排,食/肉類/牛
【漢克嚴選】紐西蘭草飼嫩肩牛排,食/肉類/牛
【勝崎生鮮】紐西蘭PS嫩肩牛排,食/肉類/牛
【勝崎生鮮】紐西蘭PS厚切嫩肩牛,食/肉類/牛
【漢克嚴選】紐西蘭米其林星級濃香嫩肩牛排,食/肉類/牛
【享吃肉肉】美國藍帶特選嫩肩牛,食/肉類/牛
【王品集團】王品嚴選美國嫩肩里肌火鍋,食/肉類/牛
【大成】美國Choice板腱牛燒,食/肉類/牛
【勝崎生鮮】巴拉圭亞伯丁黑牛極鮮嫩肩火鍋,食/肉類/牛
嚴選美國CAB板腱牛排,食/肉類/牛
【勝崎生鮮】美國黑安格斯極鮮嫩肩牛排~超值家庭大份量減塑包,食/肉類/牛
【漢克嚴選】澳洲源神AA雪花嫩肩牛排,食/肉類/牛
【愛上吃肉】美國藍帶特選嫩肩牛,食/肉類/牛
【約克街肉舖】紐西蘭厚切板腱牛排,食/肉類/牛
【勝崎生鮮】美國CAB安格斯極鮮嫩肩牛排,食/肉類/牛
【漢克嚴選】純血澳洲和牛霜降嫩肩牛排,食/肉類/牛
【漢克嚴選】紐西蘭PS米其林星級濃香嫩肩牛排,食/肉類/牛
【約克街肉舖】澳洲小牛嫩肩牛排,食/肉類/牛
【小嚼士】美國霜降比臉大牛排  ,食/肉類/牛
【勝崎生鮮】美國1855黑安格斯熟成霜降牛排-超厚,食/肉類/牛
【漢克嚴選】紐西蘭PS雪花沙朗牛排,食/肉類/牛
【勝崎生鮮】澳洲安格斯濕式熟成肋眼牛排,食/肉類/牛
【王品集團】王品嚴選/紐西蘭鮮切沙朗牛排,食/肉類/牛
【勝崎生鮮】美國1855黑安格斯熟成霜降牛排,食/肉類/牛
【好神】美國PRIME等級霜降火鍋牛包,食/肉類/牛
【漢克嚴選】美國Choice牛五花火鍋,食/肉類/牛
【勝崎生鮮】美國CAB黑安格斯濕式熟成沙朗牛,食/肉類/牛
【勝崎生鮮】美國PRIME濕式熟成厚切頂級肋眼牛,食/肉類/牛
【永豐餘生技】紐西蘭草飼沙朗牛排,食/肉類/牛
【海肉管家】重量級安格斯NG牛排,食/肉類/牛
【漢克嚴選】紐西蘭PS星級熟成肋眼牛排,食/肉類/牛
【海肉管家】安格斯超大包NG牛排,食/肉類/牛
【饗讚】超值大份量NG牛排,食/肉類/牛
【國際牛肉店】帶骨牛肉,食/肉類/牛
【國際牛肉店】牛肋條切塊,食/肉類/牛
【勝崎生鮮】澳洲YP碳中和28盎司戰斧牛,食/肉類/牛
【小嚼士】沙朗牛背肩 ,食/肉類/牛
【好神】美國Prime霜降牛火鍋,食/肉類/牛
【好神】日本頂級和牛霜降,食/肉類/牛
【好神】紐西蘭草飼肋眼沙朗牛,食/肉類/牛
【RealShop】美國牛絞肉,食/肉類/牛
【漢克嚴選】紐西蘭PS熟成肋眼牛排,食/肉類/牛
【小嚼士】沙朗牛背肩,食/肉類/牛
【鮮食堂】爽口不膩紐西蘭特選小羔羊肉片,食/肉類/羊
【國際牛肉店】羊蹄,食/肉類/羊
【究好味】紐西蘭小羔羊小排,食/肉類/羊
【上野物產】黑胡椒 迷迭香帶骨羊小排,食/肉類/羊
【RealShop】紐西蘭法式小羔羊排,食/肉類/羊
【清真市集】帶骨羊排,食/肉類/羊
【小嚼士】澳洲小羔羊肉片 ,食/肉類/羊
【小嚼士】嚴選小羔羊腿肉片  ,食/肉類/羊
【清真市集】生羊油,食/肉類/羊
【海肉管家】澳洲雪花羊肉片,食/肉類/羊
【享吃肉肉】紐西蘭五星級羊小排,食/肉類/羊
【約克街肉舖】孜然羊肩排,食/肉類/羊
【約克街肉鋪】紐西蘭羊排骨切塊,食/肉類/羊
【約克街肉鋪】紐西蘭帶髓羊大骨,食/肉類/羊
【海陸雙拼】紐西蘭嫩肩骰子羊肉,食/肉類/羊
【小嚼士】嚴選小羔羊腿肉片,食/肉類/羊
【美味邸家】紐西蘭頂級帶骨羊小排,食/肉類/羊
【約克街肉鋪】紐西蘭小羔羊肉片,食/肉類/羊
【那魯灣生鮮&幸福小胖】小羔羊羊肩火鍋片,食/肉類/羊
【約克街肉舖】孜然丁骨羊排,食/肉類/羊
【小嚼士】澳洲小羔羊肉片,食/肉類/羊
【享吃肉肉】紐西蘭特選小羔羊肉片,食/肉類/羊
【約克街肉鋪】紐西蘭8骨小羔羊排,食/肉類/羊
【美味邸家】紐西蘭草飼小羔羊嫩肩,食/肉類/羊
【海肉管家】澳洲帶骨小羊排,食/肉類/羊
【國際牛肉店】羊絞肉,食/肉類/羊
【勝崎生鮮】澳洲帶骨小羊排,食/肉類/羊
【勝崎生鮮】紐西蘭雪花羊火鍋肉片,食/肉類/羊
【國際牛肉店】生羊油,食/肉類/羊
【清真市集】羊骨切塊,食/肉類/羊
【賣魚的家】紐西蘭精選羊肉片 ,食/肉類/羊
【海肉管家】碳烤羊小排,食/肉類/羊
【清真市集】羊腸,食/肉類/羊
【清真市集】羊雜,食/肉類/羊
【清真市集】羊蹄,食/肉類/羊
【上野物產】黑胡椒迷迭香羊小排,食/肉類/羊
【上野物產】黑胡椒迷迭香 帶骨羊小排,食/肉類/羊
【漢克嚴選】紐西蘭小羔羊香嫩丁骨羊排,食/肉類/羊
【清真市集】帶骨羊肉切塊,食/肉類/羊
【海肉管家】紐西蘭金典小丁骨羊肉塊,食/肉類/羊
【國際牛肉店】紐西蘭小羊肩火鍋肉片,食/肉類/羊
【國際牛肉店】羊骨切塊,食/肉類/羊
【上野物產】 羊肋排切塊,食/肉類/羊
【勝崎生鮮】紐西蘭頂級小羊OP肋排,食/肉類/羊
【國際牛肉店】羊腸,食/肉類/羊
【勝崎生鮮】澳洲丁骨羊排,食/肉類/羊
【享吃肉肉】 紐西蘭特選小羔羊肉片,食/肉類/羊
【巨廚】秘醃生羊肋排＋碳烤特選羊肩排,食/肉類/羊
【愛尚極鮮】紐西蘭五星級羊小排,食/肉類/羊
【金澤旬鮮屋】紐西蘭頂級小羔羊嫩肩排,食/肉類/羊
【海肉管家】紐西蘭鮮嫩小羔羊五花肉片,食/肉類/羊
【小嚼士】嚴選小羔羊腿肉片 ,食/肉類/羊
【約克街肉鋪】紐西蘭小羔羊後腿心菲力,食/肉類/羊
【清真市集】紐西蘭小羊肩火鍋肉片,食/肉類/羊
【清真市集】帶皮羊肉切塊,食/肉類/羊
【漢克嚴選】紐西蘭小羔羊法式帶骨羊肩小排,食/肉類/羊
【國際牛肉店】羊肉火鍋肉片,食/肉類/羊
【約克街肉鋪】澳洲小放山羊帶皮切塊,食/肉類/羊
紐西蘭頂級藍帶法式小羔羊排,食/肉類/羊
【凱文肉舖】美淇食品-澳洲羊肩捲火鍋片,食/肉類/羊
【國際牛肉店】帶骨羊排,食/肉類/羊
【國際牛肉店】羊雜,食/肉類/羊
【愛上吃肉】 紐西蘭五星級羊小排,食/肉類/羊
【清真市集】羊肉火鍋肉片,食/肉類/羊
【國際牛肉店】帶皮羊肉切塊,食/肉類/羊
【森嶼鮮物】手工厚切紐西蘭小羔羊羊肉片,食/肉類/羊
【國際牛肉店】帶骨羊肉切塊,食/肉類/羊
【海肉管家】紐西蘭嫩肩骰子羊肉,食/肉類/羊
【嚴選好物HOWGOOD】紐西蘭和羊火鍋肉片,食/肉類/羊
台灣精選梅花豬,食/肉類/豬
老饕豬排,食/肉類/豬
冷藏台灣豬背骨,食/肉類/豬
味王筍絲焢肉,食/肉類/豬
招牌水餃,食/肉類/豬
松阪豬,食/肉類/豬
厚切腰內豬排,食/肉類/豬
香蒜排骨酥,食/肉類/豬
剝皮辣椒豬肉串,食/肉類/豬
原味豬肉貢丸,食/肉類/豬
梅花豬肉,食/肉類/豬
豚五花肉,食/肉類/豬
御料小館招牌水餃,食/肉類/豬
黃金豬排咖哩,食/肉類/豬
黑毛梅花豬套餐,食/肉類/豬
晴木千層豬排,食/肉類/豬
愛呷肉-上選豬肉,食/肉類/豬
愛呷菜-上選豬肉,食/肉類/豬
豬五花火鍋肉片,食/肉類/豬
豬肉不帶骨,食/肉類/豬
豬里肌火鍋肉片,食/肉類/豬
豬肋排帶骨,食/肉類/豬
豬後腿肉片,食/肉類/豬
豬胸排骨切塊,食/肉類/豬
豬梅花火鍋肉片,食/肉類/豬
霜降豬肉不帶骨,食/肉類/豬
韓式辣炒五花肉,食/肉類/豬
灣仔碼頭水餃-川香麻辣豬肉,食/肉類/豬
梅花豬肉鍋套餐,食/肉類/豬
梅花豬鍋,食/肉類/豬
雪花豬肉鍋套餐,食/肉類/豬
韓式泡菜豬肉鍋,食/肉類/豬
豬肉片,食/肉類/豬
豬排,食/肉類/豬
豬腳,食/肉類/豬
豬里脊肉,食/肉類/豬
豬絞肉,食/肉類/豬
豬肋排,食/肉類/豬
豬腱肉,食/肉類/豬
豬耳朵,食/肉類/豬
豬肉丸,食/肉類/豬
胡椒豬肚湯,食/肉類/豬
大麥雙蛋白豬肉堡,食/肉類/豬
吉士豬肉堡加蛋,食/肉類/豬
摩斯豬排堡,食/肉類/豬
唐揚套餐,食/肉類/雞
椒麻雞塊,食/肉類/雞
滿滿泰式雞腿卷,食/肉類/雞
卜蜂義式雞胸,食/肉類/雞
六塊麥克雞塊,食/肉類/雞
六塊雞,食/肉類/雞
古早味香滷嫩雞胸,食/肉類/雞
台灣嫩雞胸肉,食/肉類/雞
四塊麥克雞塊,食/肉類/雞
全家炸雞餐,食/肉類/雞
老饕雞腿排,食/肉類/雞
咖哩雞肉水餃,食/肉類/雞
法式舒肥嫩雞胸,食/肉類/雞
青花椒香麻脆雞,食/肉類/雞
炸雞腿,食/肉類/雞
紅魔鬼雞排,食/肉類/雞
香烤雞肉,食/肉類/雞
香辣霸王雞球,食/肉類/雞
香雞排,食/肉類/雞
桂丁土雞胸肉切片,食/肉類/雞
海底撈麻辣雞球,食/肉類/雞
烤大雞腿,食/肉類/雞
秘香椒麻嫩雞胸,食/肉類/雞
莎莎雞腿捲,食/肉類/雞
博客墨西哥風味辣雞胸,食/肉類/雞
御料小館X世界的山將夢幻雞翅,食/肉類/雞
御料小館美式香辣雞丁,食/肉類/雞
御料小館香辣炸雞球,食/肉類/雞
御料小館辣味雞柳條,食/肉類/雞
椒麻雞胸肉,食/肉類/雞
椒鹽鹽酥雞,食/肉類/雞
硬硬的炸雞雞,食/肉類/雞
舒肥嫩雞胸早午餐,食/肉類/雞
黑胡椒雞柳條,食/肉類/雞
煙燻脆雞,食/肉類/雞
義式經典嫩雞胸,食/肉類/雞
摩斯雞塊,食/肉類/雞
十塊雞,食/肉類/雞
﻿勁辣雞腿,食/肉類/雞
麥香雞,食/肉類/雞
椒麻十塊雞,食/肉類/雞
嫩煎雞腿,食/肉類/雞
辣六塊雞,食/肉類/雞
糖醋炸雞,食/肉類/雞
韓式炸雞,食/肉類/雞
鮮嫩雞腿肉,食/肉類/雞
聯夏宮保雞丁,食/肉類/雞
雞二節翅,食/肉類/雞
雞柳串,食/肉類/雞
雞塊20分享盒,食/肉類/雞
雞腿肉,食/肉類/雞
雞腿串,食/肉類/雞
雞腿排鍋套餐,食/肉類/雞
爐烤雞腿排早午餐,食/肉類/雞
鐵板黑胡椒嫩雞胸,食/肉類/雞
鹽漬手切嫩雞胸,食/肉類/雞
O手切雞腿肉鍋,食/肉類/雞
剝皮辣椒明星雞湯,食/肉類/雞
蒜好好蒜頭雞湯,食/肉類/雞
帕瑪森雞腿堡,食/肉類/雞
青花椒卡啦雞腿堡,食/肉類/雞
青花椒桂丁雞翅腿,食/肉類/雞
原塊嫩雞起司漢堡,食/肉類/雞
甜辣雞腿堡,食/肉類/雞
晶華紐奧良風味烤雞堡,食/肉類/雞
嫩煎雞腿堡,食/肉類/雞
三福黑糖嫩豆花,食/豆類
大漢傳統板豆腐,食/豆類
中華火鍋豆腐,食/豆類
中華有機豆腐,食/豆類
中華凍豆腐,食/豆類
中華超嫩豆腐,食/豆類
中華雞蛋豆腐非基改,食/豆類
北海道小粒納豆,食/豆類
光泉無加糖鮮豆漿,食/豆類
光泉鮮豆漿,食/豆類
百頁豆腐,食/豆類
麻糬豆花,食/豆類
無糖豆漿,食/豆類
猴頭菇素火腿,食/豆類
統一陽光陽光黃金豆豆漿,食/豆類
統一陽光無糖高纖豆漿,食/豆類
傳貴有機無糖豆漿,食/豆類
微藻素火腿,食/豆類
煙燻素火腿,食/豆類
義美古早傳統無糖豆奶,食/豆類
義美厚豆奶,食/豆類
義美厚豆花,食/豆類
義美高纖全豆豆奶,食/豆類
義美高纖堅果杏仁全豆奶,食/豆類
義美堅果杏仁全豆奶,食/豆類
義美無加糖厚濃豆奶,食/豆類
義美傳統料理板豆腐非基因改造黃豆,食/豆類
義美鮮嫩豆腐非基改,食/豆類
零添加純釀醬油,食/豆類
滷非基改大黑干,食/豆類
醬油高蛋白豆片釀造,食/豆類
高纖全豆豆奶,食/豆類
【TRYALL】分離大豆蛋白,食/豆類
【Vilson米森】有機黑豆,食/豆類
【十甲有機】國產黑豆,食/豆類
【大研生醫】台灣極品納豆膠囊,食/豆類
【大溪廖心蘭】老道系列豆干,食/豆類
【大溪廖心蘭】非基改系列豆干,食/豆類
【日本北海道】黑豆茶,食/豆類
【台灣小農契作非基改黃豆】台灣黃豆,食/豆類
【台灣好農】100%台灣產產銷履歷黑豆奶-無糖,食/豆類
【台灣源味本舖x豆油伯嚴選】台灣黃豆,食/豆類
【弘昌碾米工廠】台灣小農契作青仁小黑豆,食/豆類
【本家生機】小麥豆卷,食/豆類
【本家生機】非基改千張豆皮豆腐衣,食/豆類
【正康】純豆奶/黑豆奶,食/豆類
【光泉】黑豆漿,食/豆類
【光泉】鮮豆漿,食/豆類
【自然甜堅果】無調味黑豆,食/豆類
【老中醫】豆干-中丁,食/豆類
【豆油伯】金美好無添加糖醬油,食/豆類
【豆油伯】金美滿無添加糖醬油,食/豆類
【豆油伯】金美滿醬油-無添加糖,食/豆類
【豆油伯】金桂釀造醬油,食/豆類
【豆油伯】缸底醬油升級,食/豆類
【豆油伯】茶姬釀造醬油,食/豆類
【豆油伯】辣豆瓣醬,食/豆類
【豆油伯醬油】甘田醬油,食/豆類
【豆油伯醬油】缸底醬油,食/豆類
【里仁】有機黑豆茶包,食/豆類
【明月豆腐】明月豆腐餅乾,食/豆類
【青龍牌】田豆酥-蠶豆,食/豆類
【青龍牌】芳香藥膳田豆酥,食/豆類
【信東生技】納豆Q10軟膠囊,食/豆類
【馬玉山】豆漿粉,食/豆類
【康健生機】霸豆子-黑豆,食/豆類
【盛香珍】蒜香青豆/芥末青豆/麻辣青豆,食/豆類
【統一】陽光無加糖豆奶,食/豆類
【統一生機】有機青仁黑豆,食/豆類
【統一生機】有機無加糖豆漿,食/豆類
【統一生機】有機黃豆提袋組,食/豆類
【統洋TOPMOST】有機無糖發芽豆漿,食/豆類
【統洋TOPMOST】有機無糖濃豆乳,食/豆類
【統洋TOPMOST】無糖有機發芽黑豆漿,食/豆類
【統洋TOPMOST】無糖有機濃黑豆乳,食/豆類
【萬益食品】千層豆干,食/豆類
【黑豆桑】天然極品全能缸底醬油,食/豆類
【黑豆桑】天然靜置釀造醬料系列-醇釀極品香豆瓣醬,食/豆類
【義美】全豆無添加醬油,食/豆類
【義美】低糖豆奶,食/豆類
【義美】無加糖元氣豆奶系列,食/豆類
【義美生機】台灣黑豆茶,食/豆類
【福記】原味日式素豆干,食/豆類
【薌園】100%無加糖豆漿粉,食/豆類
【薌園】早安豆漿-香醇濃郁,食/豆類
【薌園】營養豆漿-非基改黃豆,食/豆類
【臻御行】千層豆干/方豆干/香辣方豆干/香辣豆干條/小豆干丁,食/豆類
【纖Q】黑豆水,食/豆類
光泉特濃５．１豆漿,食/豆類
光泉富維他牛乳,食/乳品類
豐力富全脂鮮奶,食/乳品類
【KLIM 克寧】高鈣成長牛乳,食/乳品類
AB草莓優酪乳,食/乳品類
AB無加糖優酪乳,食/乳品類
AB優酪乳,食/乳品類
Base n U高蛋白可可牛乳,食/乳品類
Base n U高蛋白香蕉牛乳,食/乳品類
LCA活菌原味發酵乳,食/乳品類
ＬＣＡ活菌清爽發酵乳,食/乳品類
Lp33機能優酪乳,食/乳品類
一番鮮全脂鮮乳,食/乳品類
可可牛奶,食/乳品類
光泉木瓜牛乳,食/乳品類
光泉杯裝麥芽牛乳,食/乳品類
光泉高鈣牛乳,食/乳品類
光泉無加糖優酪乳,食/乳品類
光泉優質蛋白巧克力牛奶,食/乳品類
味全果汁牛乳,食/乳品類
金草莓-草莓牛奶,食/乳品類
金蘋果調味乳蘋果風味,食/乳品類
金蘋果蘋果牛奶乳飲品,食/乳品類
林鳳營全脂鮮乳,食/乳品類
科克蘭全脂鮮乳,食/乳品類
桑葚優格飲-減糖版,食/乳品類
莓果穀物優酪,食/乳品類
雪比無加糖生優格,食/乳品類
