text,class
'憤怒蛙 迷你 手電筒 充電式 電蚊拍',住/電
'知育 插座 安全 扣',住/電
'太星 2 開關 2 插座 3 孔 分接式 插座',住/電
'成電牌 3 變 2 轉接 插頭',住/電
'威電 6 開關 6 插座 2 孔 9 尺 電源線組 延長線',住/電
'電話 聽筒線',住/電
'大同 20 W LED 節能 燈泡',住/電
'村田 muRata 專業型 鈕扣 鋰 電池',住/電
'Panasonic 國際牌 鈕扣型 鹼性 電池',住/電
'maxell 鈕扣型 鋰 電池',住/電
'Panasonic 國際牌 鋰 電池 鈕扣 電池',住/電
'Panasonic 國際牌 碳鋅 3 號 電池',住/電
'Panasonic 國際牌 碳鋅 2 號 電池',住/電
'Panasonic 國際牌 碳鋅 1 號 電池',住/電
'maxell 鈕扣型 鋰 電池',住/電
'maxell 鹼性 鈕扣 型 電池',住/電
'電精靈 D型 三 面 插 插頭',住/電
'威電 3 開關 3 插座 2 孔 9 尺 電源線組 延長線',住/電
'威電 1 開關 6 插座 3 孔 6 尺 電源線組 延長線',住/電
'保護傘 7 開關 6 插座 3 孔 9 尺 延長線',住/電
'保護傘 4 開關 4 插座 2 孔 15 尺 延長線',住/電
'威電 1 開關 4 插座 2 孔 6 尺 電源線組 延長線',住/電
'空間 芬香油',其它
'抗 菌 噴霧',其它
'ObgE 茶樹 控 油 去 黑頭 清潔棒',其它
'【 Apple Pencil 1/2 代 金屬 筆尖 + 耐磨 筆尖 】',其它
'25 K 方格 加 厚定 頁 筆記',其它
'3M 強力 防水 膠帶',其它
'A4 色彩 列印 ibon',其它
'A4 黑白 列印 ibon',其它
'透氣 鼠 飆墊 護腕 鼠墊 台灣 製造',其它
'ALLIE 持 采 UV 高效 防曬乳 E X',其它
'APP 列印 服務 全錄 黑白 A4',其它
'Calvin Klein CK 男生 皮夾',其它
'CHIC 台灣製 霧面 髮箍',其它
'持久 閃耀 晶透 唇釉',其它
'FUJIFILM 富士 Instax Mini 拍立得 底片 空白 底片 白 邊 底片',其它
'優質 中性 筆 黑',其它
'魔法 激凍 體用 噴霧 - 海洋',其它
'菱格 0.5 自動 中性 筆',其它
'heme 特 調 腮紅',其它
'heme 晶亮 臥蠶 筆',其它
'iPhone 14 系列 DAPPER+ 超 透 霧面 防摔 殼',其它
'KOYUKO Campus 活頁紙',其它
'輕薄 亮眼 雙眼皮 貼',其它
'Micros of t 365 個人版 一 年 盒裝',其它
'Miffy 明信片 草莓白',其它
'PCR 購物袋',其它
'PLUS 修正帶',其它
'POP MART',其它
'SDI 按壓式 修正 帶',其它
'Solid Suit for i Phone 15 Pro',其它
'TOEIC Listening and Reading Test',其它
'Uber One 訂閱費',其它
'霧面 塑膠 直 傘',其它
'力松 烤 肉刷',其它
'三 折 黑膠 防曬 自動傘',其它
'小 白兔 暖暖包',其它
'去味 大師 鞋 消臭',其它
'可 手 撕 隱形 膠帶',其它
'可 重複 使用 提袋',其它
'史邁爾 衛生套',其它
'四維 OPP 單卷包 膠帶',其它
外送費,其它
'平口 提袋',其它
'本色 2.0 筆芯 圓頭',其它
'甘蔗 吸管',其它
'白色 紙膠 含 膠 台',其它
'艾杜紗 絕不 失手 眼線膠筆',其它
'匠人系 迷你 無瑕 粉底 刷',其它
'名泰 免洗 紙杯',其它
'尖嘴鉗 鎳 合金',其它
'耳感 記憶 日本語 能力 測驗 n4 文法 附 有聲 CD',其它
免洗筷,其它
'男 自動 開收 傘',其它
'兒童 BB夾',其它
'屈臣氏 袖珍 面紙',其它
'泡泡 瑪特 || 名品 配件',其它
'玩偶 吊飾',其它
'金門 一 條 根',其它
'金屬 彩色 BB夾',其它
'易 拭型 橡皮擦',其它
保鮮盒,其它
'恆久 完美 無瑕 持妝 粉底',其它
'歪 頭 奶瓶',其它
紅包袋,其它
'原生 木漿 影印紙',其它
'夏威夷 噴瓶',其它
'烤 肉 竹籤',其它
紙碗,其它
紙盤,其它
'莉婕絲逸歡 造型 定型 噴霧',其它
'造型 蠟燭 - 大 臉花',其它
'倫敦 登喜路 精裁 濃縮 香菸',其它
'商用 訓練椅 舉重椅 多功能 訓練椅 健身',其它
'國民 溜溜 筆',其它
'基本 O束',其它
'曼秀雷敦 Acnes 痘痘貼',其它
'曼秀雷敦 抗 菌 痘痘 貼',其它
'曼秀 雷敦 薄荷 修護 潤唇膏',其它
清潔費,其它
'視 舒坦 康復 力 人工 淚液 點眼液',其它
'麥迪森 沖洗用 食鹽水',其它
'凱婷 零瑕肌 密柔霧 粉底 液',其它
'單層 瓦楞紙箱',其它
'晶碩 彩色 月拋 樂 森林 系列',其它
'無 極限 定妝 噴霧',其它
'無 極限 持妝 輕 蜜粉',其它
'無 極限 控 油 妝前乳',其它
'無 極限 霧光蜜 粉餅 組',其它
'筆記型 電腦',其它
'絲花 化妝棉',其它
'舒適牌 防 滑 輕便 刀',其它
'舒潔 迪士尼 紙 手帕',其它
'舒潔 雪潤 舒 鼻 紙 手帕',其它
'舒潔 濕式 面紙',其它
'組 超彈 O束 全 黑',其它
'精裝 橡皮筋 大黑',其它
'超 細 纖維 擦拭布',其它
'雄獅 簽字筆 紅',其它
'黑 大 橡皮筋',其它
'黑 小 橡皮筋',其它
'黑金 剛 明火 點火 槍',其它
塑膠袋,其它
'零粉感 超 持久 粉底',其它
'零售 兩 杯 飲料袋',其它
'碧菲絲特 即 淨 卸妝棉',其它
'鋁框 迷你鏡',其它
'精品 珠寶',其它
熱熔膠,其它
'數位 迷彩 步槍 彈袋',其它
'樂品 框式 立鏡',其它
'環保 手提袋',其它
購物袋,其它
'雙層 瓦楞紙箱',其它
寶特瓶,其它
'魔幻 糖果 月拋',其它
'蘭韻 紙纖 化妝棉',其它
'手提 便當袋',其它
'輕巧 摺疊 雨傘',其它
'【 珮 夫人 】 鼻爽貼 升級版',其它
'【 媽媽 友 mamayo 】 MIT 台灣製 大豆 無 毒 兒童 蠟筆',其它
'小太陽 愛文 芒果 金',食/水果類
'牛心 蕃茄',食/水果類
'台灣 上等 蕉',食/水果類
'台灣 香蕉 重量 分享包',食/水果類
'百 香 青木瓜',食/水果類
'每 日 C100\% 葡萄 綜合 果汁瓶',食/水果類
'沁涼 西瓜',食/水果類
'波蜜 低卡 蔬果汁',食/水果類
'長野 麝香 葡萄 禮盒',食/水果類
'珍珠 芭樂',食/水果類
'紅玉 綠葡萄',食/水果類
'紅蘋 大吉嶺 蘋果',食/水果類
'美國 無 籽 綠葡萄',食/水果類
'香蕉 產銷 履歷',食/水果類
'紐西蘭 加拉 蘋果',食/水果類
'紐西蘭 奇異果',食/水果類
'產銷 履歷 香蕉',食/水果類
'盒裝 榴槤 冷藏',食/水果類
'進口 冷凍 金 枕頭 榴槤',食/水果類
'植物 的 優 草莓',食/水果類
'植物 的 優 葡萄',食/水果類
'園之味 100\% 柳橙汁',食/水果類
'聖德科斯 奇異果 蘋果 綜合 果汁',食/水果類
'聖德科斯 桑椹 莓果 綜合 果汁',食/水果類
'綜合 水果 繽紛 杯',食/水果類
'臺灣 大 西瓜',食/水果類
'摩斯 蘋果汁',食/水果類
'有機 黃金蕉',食/水果類
'愛文 芒果',食/水果類
'無 籽 綠葡萄',食/水果類
'進口 紅 櫻桃',食/水果類
'紅心 木瓜',食/水果類
'金鑽 鳳梨',食/水果類
'土 芒果 青鮮 果乾',食/水果類
'園之味 柳橙',食/水果類
'波蜜 100\% 一 日 芒果 蔬果汁',食/水果類
'香吉士 芭樂 果汁 飲料',食/水果類
'大 比目魚 切片',食/水產類
'大 火山 奶香 火山 龍蝦舞 干貝',食/水產類
'台灣 鯛',食/水產類
'必 點 的 炸魚皮',食/水產類
'老火 酸菜魚',食/水產類
'尬鍋 海鮮 拼盤',食/水產類
沙漏魚皮,食/水產類
'花枝 天婦羅',食/水產類
'冷藏 鮭魚 輪切 挪威',食/水產類
'松露 起士 蝦球',食/水產類
'英式 炸魚',食/水產類
'挪威 鮮 鯖魚 切 片 無鹽',食/水產類
'海味 干貝',食/水產類
海鮮捲,食/水產類
'特選 鮭魚 厚切',食/水產類
'盒裝 去 殼 牡蠣',食/水產類
'智利 銀鮭 輪切',食/水產類
'黃金 魚板',食/水產類
'溜溜 酸菜魚',食/水產類
'養殖 文蛤',食/水產類
'養殖 石斑魚 活體',食/水產類
'養殖 石斑魚 條凍',食/水產類
'養殖 吳郭魚 冷凍 魚片',食/水產類
'養殖 冷凍 白蝦',食/水產類
'鳳尾 蝦仁',食/水產類
'薄鹽 鯖魚',食/水產類
'鮭魚 三 味',食/水產類
'鮭魚 日 切',食/水產類
'鮮嫩 魚 下巴',食/水產類
'雙月 乾 蚵',食/水產類
'鯖魚 柴魚 花',食/水產類
'鯛魚 腹片',食/水產類
'羅勒 鮭魚 肚',食/水產類
'鰹魚 柴魚 花',食/水產類
'海帶 鮮魚 味噌湯',食/水產類
'海鮮 干貝 湯',食/水產類
魚丸湯,食/水產類
'【 海洋 之 心 】 台灣 無 刺 鯖魚 柳',食/水產類
'【 優 鮮配 】 日本 原裝 鮭魚 卵',食/水產類
'【 海 之 醇 】 中段 無肚洞 雪鯛 切片',食/水產類
'國宴 主廚 潘盟仁 監製 日式 一 口 鮑魚 組',食/水產類
'【 茄萣區 農會 】 無 刺 虱目魚 肚',食/水產類
'【 鮮食堂 】 嚴選 去 刺 金目 鱸魚 排',食/水產類
'台灣 在地 鮮嫩 去 刺 鱸魚 排組',食/水產類
'【 池鮮生 】 台南 鮮嫩 無 刺 虱目魚肚',食/水產類
'【 澎湖區 漁會 】 正宗 澎湖 土魠魚 輪切片',食/水產類
'阿拉斯加 野生 霸王 皇帝魚 菲力',食/水產類
'【 優 鮮配 】 日本 原裝 明太子',食/水產類
'【 海揚 鮮物 】 鮮切 冠軍級 格陵蘭 大 比目魚 切片',食/水產類
'【 一手 鮮貨 】 格陵蘭 無 肚洞 扁鱈 切片',食/水產類
'【 東港 農會 】 料理用 櫻花蝦',食/水產類
'【 急 鮮 配 - 東港 農會 】 料理用 櫻花蝦',食/水產類
'【 台灣 好 漁 】 行家 才 懂 的 美味 - 七星 鱸魚 下巴',食/水產類
'【 三頓 飯 】 北海道 笹谷 商店 秋 鮭魚 卵杯裝',食/水產類
'職人 手工 去 刺 午仔 清 肉魚片',食/水產類
'【 梓官區 漁會 】 蚵仔寮 一 口 吃 烏魚子',食/水產類
'台灣 海養 去剌 鱸魚 排 厚片組',食/水產類
'台南 手 剝 野生 火燒 蝦仁',食/水產類
'【 海 揚 鮮物 】 智利 鮭魚 菲力',食/水產類
'【 深海 】 正東港 乾 櫻花蝦',食/水產類
'台灣 東港 野生 現 流 去 刺 鮪魚 腹肉排',食/水產類
'【 最 頂 規 大 尺寸 】 台南 老饕 XXL 去 刺 虱目魚肚 增量版',食/水產類
'【 築地 一 番 鮮 】 日本 原裝 明太子',食/水產類
'日本 北海道 古法 製作 花魚 一 夜干組',食/水產類
'【 鮮綠 生活 】 極 鮮 去 刺 虱目魚 里肌魚 柳條',食/水產類
'【 小川 漁屋 】 安康魚 骰子',食/水產類
'梧棲 漁港 船 捕 季節 鮮 凍 白 北魚',食/水產類
'【 美威 鮭魚 】 精選 鮭魚 菲力',食/水產類
'極品 野生 安康魚',食/水產類
'【 海 之 醇 】 優質 無 肚 土 魠魚片',食/水產類
'【 美威 鮭魚 】 精選 厚 切 下巴排 - 薄鹽 口味',食/水產類
'台灣 海養 去剌 鱸魚 排 厚片',食/水產類
'當 季 野生 船 釣 白帶魚 厚切',食/水產類
'【 Zhuyin 】 台南 去 刺 鮮美 虱目魚 肚',食/水產類
'【 海 之 醇 】 去 骨 去 刺 鱸魚 清 肉',食/水產類
'【 海 之 醇 】 大 規格 野生 前 段 白帶魚',食/水產類
'【 老張 鮮物 】 澎湖 直 送 野生 鮮活 小卷',食/水產類
'【 海 之 醇 】 智利 鮭魚 輪切',食/水產類
'【 愛上 新鮮 】 無鹽 鯖魚',食/水產類
'【 澎湖區 漁會 】 生鮮 小管',食/水產類
'【 Cococina 】 無 刺 鮭魚 菲力',食/水產類
'【 天時福 】 雙 產銷 美味 純 虱目魚丸 雙 口味 組',食/水產類
'【 海 之 醇 】 嚴選 土魠魚 厚 切',食/水產類
'【 鮮綠 生活 】 去 刺 鮮美 虱目魚 皮',食/水產類
'【 優 鮮 配 】 北歐 帶卵 柳葉魚',食/水產類
'【 大 食 怪 】 北極 格陵蘭 Q彈 熟 甜 蝦',食/水產類
'【 天時福 】 雙 產銷 外銷 級 金目 鱸魚 菲力片 切',食/水產類
'野生 捕撈 鮮 凍 大白 鯧',食/水產類
'【 上野 物產 】 阿拉斯加 野生 紅鮭',食/水產類
'【 大成 】 根島 生態 海蝦仁 大成 食品',食/水產類
'【 鮮綠 生活 】 台灣 金目 鱸魚片 增量版',食/水產類
'【 一手 鮮貨 】 泰國 免 剝殼 泰 蝦仁',食/水產類
'【 好嬸 水產 】 智利 進口 - 獨特 櫸木 冷 燻 工法 煙燻 鮭魚',食/水產類
'【 海 之 醇 】 去 刺 去 鱗 鮭魚 菲力',食/水產類
'曾 記 頂級 野生 烏魚子 一 口 吃 澎湃',食/水產類
'【 海鮮 主義 】 中秋 必 烤 極致 鮮甜 魷魚 一 夜 干',食/水產類
'【 大成 】 根島 生態 海 蝦仁',食/水產類
'【 鮮綠 生活 】 船 凍 基隆 當季 野生 現 撈 小卷',食/水產類
'【 優 鮮 配 】 嚴選 中段 厚 切 鮭魚',食/水產類
'【 漢來 飯店 】 五星 主廚 監製 霸王 咕溜蝦 滑',食/水產類
'【 三 頓 飯 】 無 刺 巴沙魚排',食/水產類
'【 海濤客 】 台灣 野生 一 口 烏魚子 精緻 送 禮 禮盒 / 家庭包',食/水產類
'【 優 鮮 配 】 無肚洞 小 鮭魚',食/水產類
'【 鮮綠 生活 】 野生 船 凍 透 抽',食/水產類
'【 第一 名 頂級 金鑽 烏魚子 】 烏魚子 禮盒',食/水產類
'【 陳家 烏魚子 】 野生 一 口 烏魚子 厚 切',食/水產類
'【 鮮綠 生活 】 智利 頂級 原料 煙燻 鮭魚 切片',食/水產類
'【 鮮綠 生活 】 特厚 智利 鮭魚 切片',食/水產類
'上億 嚴選 野生 捕撈 深海 去 刺 皇帝魚',食/水產類
'【 鮮綠 生活 】 超厚 智利 鮭魚 切片',食/水產類
'【 優 鮮配 】 宜蘭 特選 巨無霸 XXL 爆卵母 香魚',食/水產類
'【 一手 鮮貨 】 臺灣 野生 秋刀魚',食/水產類
'挪威 野生 超大 鯖魚片',食/水產類
'【 元家 】 鮮嫩 格陵蘭 大 比目魚 切片',食/水產類
'【 悅 生活 】 鮮 市集 高 Omeaga3 油脂 菲力 鮭魚 肚條',食/水產類
'【 究好味 】 挪威 薄鹽 兩 片 切 鯖魚',食/水產類
'【 好 神 】 台灣 鮮 凍 去 刺 白帶魚捲',食/水產類
'【 優鮮配 】 刺身 用 原裝 生食 級 甜 蝦',食/水產類
'【 鮮綠 生活 】 現 流 手工 去 刺 白帶魚 清 肉',食/水產類
'野生 巨無霸 透抽組',食/水產類
'【 美威 鮭魚 】 輕鬆 料理 系列',食/水產類
'【 優 鮮 配 】 厚切 無 肚洞 輪 切 土魠魚',食/水產類
'【 永豐餘 生技 】 澎湖 現 撈 野生 肉 鯽魚',食/水產類
'【 海 之 醇 】 台灣 物產 午仔魚 一 夜干',食/水產類
'【 鮮綠 生活 】 台灣 金目 鱸魚片',食/水產類
'【 鮮綠 生活 】 頂級 智利 鮭魚 菲力',食/水產類
'【 鮮綠 生活 】 北海道 花魚 一 夜 干',食/水產類
'【 永豐餘 生技 】 海水 生態 虱目魚 肚',食/水產類
'【 海鮮 主義 】 台灣 產 鮮甜 去 刺 虱目魚 肚',食/水產類
'【 優 鮮配 】 智利 鮭魚 整 尾 切片 真空組',食/水產類
'【 海 之 醇 】 嚴選 SGS 無 刺 巴沙魚排',食/水產類
'【 元家 】 御用 極品 藍鑽 蝦仁',食/水產類
'【 元家 】 格陵蘭 冷凍 厚切 大 比目魚',食/水產類
'季節 限定 野生 現 流 鮮 凍 赤筆魚',食/水產類
'【 優 鮮 配 】 頂級 北極 甜 蝦',食/水產類
'【 美威 鮭魚 】 挪威 鮮嫩 全 魚 切片',食/水產類
'【 蘇 班長 安心 石斑 】 龍膽 清 肉 切片',食/水產類
'【 一手 鮮貨 】 台灣 午仔魚',食/水產類
'【 鮮綠 生活 】 嚴選 特 厚 挪威 薄鹽 鯖魚片',食/水產類
'【 鮮綠 生活 】 海鮮 福箱',食/水產類
'【 三 頓 飯 】 挪威 肥嫩 厚 切 3XL 鮭魚',食/水產類
'超大 厚切 格陵蘭 大 比目魚',食/水產類
'【 永安 新港 社區 】 龍虎 石斑 鮮魚 切塊',食/水產類
'【 三 頓 飯 】 澎湖 船活 凍生 小卷',食/水產類
'【 華得 水產 】 野生 厚切 特 大 白帶魚',食/水產類
'【 鮮綠 生活 】 台南 去 刺 虱目魚 肚 增量版',食/水產類
'【 烏野家 】 台灣 一 口 烏魚子 隨手 包',食/水產類
'【 海 之 醇 】 冰島 無 肚洞 扁鱈',食/水產類
'【 海 之 醇 】 大 規格 土魠魚 厚 切',食/水產類
'【 築地 一 番 鮮 】 對 剖 熟 凍 帝王蟹 肉腳',食/水產類
'【 優 鮮配 】 特 大 活 凍 新鮮 整 尾 石斑魚',食/水產類
'【 天和 鮮物 】 龍 虎斑魚 下巴',食/水產類
'【 鮮綠 生活 】 台灣 金目 鱸魚片',食/水產類
'【 海 之 醇 】 中段 無 肚 白帶魚',食/水產類
'當 季 鮮 凍 捕撈 白帶魚 厚 切',食/水產類
'【 海 之 醇 】 干貝 蝦 滑',食/水產類
'【 好 神 】 MIT 鮮嫩 鯛魚片',食/水產類
'【 永苑行 】 台灣 野生 厚 切 一 口 烏魚子',食/水產類
'【 三 頓 飯 】 野放 活凍 超大 艾迪 白蝦',食/水產類
'【 蘇 班長 安心 石斑 】 龍 虎 石斑 鮮魚 條 凍',食/水產類
'【 美味 邸家 】 南方澳 現 撈 兩 片 切 鯖魚',食/水產類
'【 享 吃 海鮮 】 南方澳 鮮 撈 無 鹽 鯖魚',食/水產類
'【 好嬸 水產 】 北歐 直送 - 鮮嫩 大 比目魚 / 扁鱈',食/水產類
'【 華得 水產 】 熟 凍 爆蛋紅 蟳',食/水產類
'【 海 之 醇 】 大 規格 午仔魚 一 夜 干',食/水產類
'【 永苑行 】 買 二 送 二 台灣 野生 一 口 烏魚子 禮袋',食/水產類
'【 萊貝耶 LABEYRIE 】 法國 經典 煙燻 鮭魚 切片',食/水產類
'【 海鮮 主義 】 日本 北海道 去皮章 魚腳',食/水產類
'【 北海 漁鋪 】 彭佳嶼 現 流 急 凍 赤宗',食/水產類
'【 急 鮮 配 - 優 鮮 配 】 厚切 無 肚洞 格陵蘭 大 比目魚',食/水產類
'【 鮮綠 生活 】 無 漂白 南方澳 生 凍吻仔魚',食/水產類
'【 元家 】 格陵蘭 嚴選 冷凍 厚切 大 比目魚',食/水產類
'【 佶品 豐味 】 格陵蘭 扁鱈魚 大 比目魚 超 厚切 無 肚洞',食/水產類
'【 大成 】 根島 生態 蝦',食/水產類
'【 鮮綠 生活 】 挪威 薄鹽 鯖魚 M',食/水產類
'【 團圓 烏魚子 】 頂級 金鑽 野生 烏魚子',食/水產類
'【 Umai 鎢 滿 】 台灣 野生 一 口 烏魚子',食/水產類
'【 元家 】 北海道 黃金 SA 乾 干貝 禮盒',食/水產類
'【 三 頓 飯 】 台灣 特 大 鮮嫩 金目 鱸魚片',食/水產類
'【 漢克 嚴選 】 鮮甜 割背 大 白 蝦仁',食/水產類
'【 優鮮配 】 特 大 無 C O 外銷 生食 鯛魚 清肉片',食/水產類
'【 王家 的 魚店 】 口湖 精選 上等 烏魚子 一 口 吃',食/水產類
'【 佶 品 豐味 】 厚切 野生 一 口 烏魚子',食/水產類
'深海 石狗公 去 刺 魚片 組',食/水產類
'【 優 鮮 配 】 厚片 超大 油質 豐厚 挪威 薄鹽 鯖魚',食/水產類
'【 泓源 水產 】 智利 急凍 鮮嫩 剖半 鮭魚 頭',食/水產類
'【 一手 鮮貨 】 日本 原裝 生食 級 生蠔',食/水產類
'【 三 頓 飯 】 鮮凍 特 大 厚切 白帶魚',食/水產類
'季 之 鮮 五星級 無毒 生態 急凍 無 膨 發生 鮮 蝦仁',食/水產類
'【 優 鮮配 】 宜蘭 大 尺寸 爆卵 香魚',食/水產類
'【 優鮮配 】 嚴選 優質 無 肚洞 土魠魚',食/水產類
'【 三 頓 飯 】 台南 老饕 XXL 去 刺 虱目魚 肚 增量版',食/水產類
'【 一手 鮮貨 】 東港 黃金 鯧魚',食/水產類
'【 團圓 烏魚子 】 頂級 金鑽 烏魚子 禮盒',食/水產類
'【 揚信 】 澎湃 送 禮 - 第一 名 王信丁 頂級 金鑽 烏魚子',食/水產類
'【 低溫 宅配 - 黑豬 泰國 蝦 】 大 蝦公',食/水產類
'【 美威 鮭魚 】 精選 鮭魚 菲力 系列 任選 二 件 組',食/水產類
'【 元家 】 日本 北海道 生 食級 干貝 4S 等級',食/水產類
'【 鮮綠 生活 】 嚴選 特大生 凍 白蝦 后',食/水產類
'【 Real Shop 】 岩見 鮑魚',食/水產類
'【 鮮綠 生活 】 爆卵 熟凍 大紅 蟳',食/水產類
'【 鮮綠 生活 】 嚴選 野放 活 凍 超大 白蝦',食/水產類
'【 優 鮮 配 】 超級 巨無霸 頂級 鄂霍次克 海生 鱈場 蟹腳',食/水產類
'【 一手 鮮貨 】 日本 生食 級 2 S 干貝',食/水產類
'【 優 鮮 配 】 海味 之 冠 帶 殼 大連 鮑魚',食/水產類
'【 玥沐 嚴選 】 紅 蟳 3〜4 兩 爆蛋 活體 冷凍 紅 蟳',食/水產類
'【 華得 水產 】 東港 松板 大目 鮪魚 腹肉',食/水產類
'【 三 頓 飯 】 特選 生食 級 海膽',食/水產類
'【 優 鮮 配 】 蔚藍海 - 加勒比海 8 盎司 龍蝦 身',食/水產類
'【 好嬸 水產 】 日本 東北 產 - 料亭 專用 生食 級 生蠔',食/水產類
'【 鮮綠 生活 】 炙燒 台灣 一 口 吃 烏魚子',食/水產類
'【 鮮綠 生活 】 超大 尺寸 超厚 正 挪威 薄鹽 鯖魚',食/水產類
'【 優 鮮配 】 嚴選 口湖 頭等獎 野生 烏魚子',食/水產類
'【 鮮綠 生活 】 台南 去 刺 虱目魚 肚 增量版',食/水產類
'【 鮮綠 生活 】 嚴選 霸王 大 草蝦',食/水產類
'【 億錸 養生 蛤 】 嚴選 活體 大 蛤蜊 / 文蛤',食/水產類
'嚴選 鮮凍 野生 白口魚',食/水產類
'【 鮮綠 生活 】 鱈場 蟹腳',食/水產類
'【 優 鮮配 】 重量級 鮮魚',食/水產類
'【 優 鮮 配 】 嚴選 智利 熟 凍 對剖 帝王蟹 肉腳',食/水產類
'【 好嬸 水產 】 南美 產 - 鮮甜 軟 Q船 凍 白蝦',食/水產類
'【 元家 】 日本 北海道 頂級 3S 生食 級 干貝',食/水產類
'【 築地 一 番 鮮 】 厚 片 超大 油質 豐厚 挪威 薄鹽 鯖魚',食/水產類
'【 優 鮮 配 】 船 凍 鮮甜 QQ 爆 卵 有 蛋 小卷',食/水產類
'【 鮮綠 生活 】 帶 尾 無 毒 蝦仁',食/水產類
'大 火山 火山 極致 蒜香 壽喜 牛',食/肉類/牛
'小時 厚 牛排',食/肉類/牛
牛肉串,食/肉類/牛
'牛肉 咖哩',食/肉類/牛
牛肉捲,食/肉類/牛
'豆皮 牛肉串',食/肉類/牛
'冷藏 澳洲 穀飼牛 梅花 火鍋 肉片',食/肉類/牛
'味王 調理包 紅燒 牛',食/肉類/牛
'法蘭克 牛排',食/肉類/牛
'威靈頓 牛排',食/肉類/牛
'美牛 胸腹 火鍋片',食/肉類/牛
'美國 五花牛',食/肉類/牛
'美國 板腱 牛肉',食/肉類/牛
'美國 雪花 牛肉',食/肉類/牛
'美國 翼板 牛舌 雙拼 套餐',食/肉類/牛
'剝皮 辣椒 牛肉串',食/肉類/牛
'烤盤 - 美國 牛 五花',食/肉類/牛
'紐西蘭 菲力',食/肉類/牛
'頂級 無 骨 牛 小排',食/肉類/牛
'焙煎 咖哩 豆腐 牛',食/肉類/牛
'愛 呷 肉 - 雪花 牛肉',食/肉類/牛
'澳 牛 嫩 腿 心火片',食/肉類/牛
'澳洲 牛五 花火片',食/肉類/牛
'澳洲 牛 嫩 腿心 炒 肉絲',食/肉類/牛
'澳洲 板腱 牛排',食/肉類/牛
'澳洲 霜降 牛',食/肉類/牛
'熟成 牛板腱 套餐',食/肉類/牛
'雙 四 盎司 牛',食/肉類/牛
'雙層 牛肉',食/肉類/牛
'翼板 牛排',食/肉類/牛
'鹽烤 牛舌',食/肉類/牛
'鹽醬 牛 五 花',食/肉類/牛
'熟成 牛五花鍋 套餐',食/肉類/牛
'熟成 板腱 牛肉鍋 套餐',食/肉類/牛
'極品 牛肉湯',食/肉類/牛
'雙層 牛肉堡',食/肉類/牛
'【 漢克 嚴選 】 美國 和鑽牛 PRIME 雪花 嫩 肩 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 1855 黑安格斯 熟成 極 鮮嫩 肩 牛排',食/肉類/牛
'【 王品 集團 】 王品 嚴選 美國 嫩 肩里肌 原塊 牛排',食/肉類/牛
'【 漢克 嚴選 】 紐西蘭 草飼 嫩 肩 牛排',食/肉類/牛
'【 勝崎 生鮮 】 紐西蘭 PS 嫩 肩 牛排',食/肉類/牛
'【 勝崎 生鮮 】 紐西蘭 PS 厚 切 嫩 肩 牛',食/肉類/牛
'【 漢克 嚴選 】 紐西蘭 米其林 星級 濃香 嫩 肩 牛排',食/肉類/牛
'【 享 吃 肉肉 】 美國 藍帶 特選 嫩 肩 牛',食/肉類/牛
'【 王品 集團 】 王品 嚴選 美國 嫩 肩里肌 火鍋',食/肉類/牛
'【 大成 】 美國 Choice 板腱 牛 燒',食/肉類/牛
'【 勝崎 生鮮 】 巴拉圭 亞伯丁 黑牛 極 鮮嫩 肩 火鍋',食/肉類/牛
'嚴選 美國 CAB 板腱 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 黑安格斯 極 鮮嫩 肩 牛排 ~ 家庭 大 份量 減塑包',食/肉類/牛
'【 漢克 嚴選 】 澳洲 源神 A A 雪花 嫩 肩 牛排',食/肉類/牛
'【 愛上 吃 肉 】 美國 藍帶 特選 嫩 肩 牛',食/肉類/牛
'【 約克街 肉舖 】 紐西蘭 厚 切 板腱 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 CAB 安格斯 極 鮮嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 純血 澳洲 和 牛 霜降 嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 紐西蘭 PS 米其林 星級 濃香 嫩 肩 牛排',食/肉類/牛
'【 約克街 肉舖 】 澳洲 小牛 嫩 肩 牛排',食/肉類/牛
'【 小嚼士 】 美國 霜降 比 臉 大 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 1855 黑安格斯 熟成 霜降 牛排 - 超厚',食/肉類/牛
'【 漢克 嚴選 】 紐西蘭 PS 雪花 沙朗 牛排',食/肉類/牛
'【 勝崎 生鮮 】 澳洲 安格斯 濕式 熟成 肋眼 牛排',食/肉類/牛
'【 王品 集團 】 王品 嚴選 / 紐西蘭 鮮切 沙朗 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 1855 黑安格斯 熟成 霜降 牛排',食/肉類/牛
'【 好 神 】 美國 PRIME 等級 霜降 火鍋 牛包',食/肉類/牛
'【 漢克 嚴選 】 美國 Choice 牛五花 火鍋',食/肉類/牛
'【 勝崎 生鮮 】 美國 CAB 黑安格斯 濕式 熟成 沙朗 牛',食/肉類/牛
