@relation ProcessedData

@attribute text string
@attribute class {衣/上身類,衣/下身類,衣/內著類,衣/其它,衣/長衣類,行/台鐵,行/自行車,行/汽車,行/其它,行/飛機,行/高鐵,行/機車,住/水,住/瓦斯,住/其它,住/電,其它,食/水果類,食/水產類,食/肉類/牛,食/肉類/羊,食/肉類/豬,食/肉類/雞,食/豆類,食/乳品類,食/其它,食/穀類,食/油脂類,食/蛋類,食/蔬菜類}

@data
'【 舒果 So Fresh 】 日本 金星 蘋果',食/水果類
'【 黑貓 嚴選 】 五甲木 泰國 原生種 榴槤',食/水果類
'【 黑 貓 嚴選 】 芳境 合作社 玉荷包 禮盒',食/水果類
'【 黑貓 嚴選 】 芳境 合作社 頂級 36 MM 玉荷包 禮盒',食/水果類
'【 黑貓 嚴選 】 芳境 合作社 燈照 頂級 36 MM 玉荷包 禮盒',食/水果類
'【 黑貓 嚴選 】 黑糖 芭比 蓮霧 禮盒',食/水果類
'鮮 凍 無 籽 櫻桃',食/水果類
'【 愛蜜果 】 大 顆 澳洲 空運 櫻桃 原裝 禮盒',食/水果類
'【 愛蜜果 】 日本 青森蜜 富士 蘋果',食/水果類
'【 愛蜜果 】 日本 青森 蘋果',食/水果類
'【 愛蜜果 】 台東 鳳梨 釋迦',食/水果類
'【 愛蜜果 】 台灣 紅肉 火龍果',食/水果類
'【 愛蜜果 】 梨山 產 高山 雪梨 / 水梨',食/水果類
'【 愛蜜果 】 新社 枇杷',食/水果類
'【 愛蜜果 】 溫室 玉女 牛奶 小 蕃茄',食/水果類
'【 農民 直 配 】 台灣 嚴選 帝王 芭樂',食/水果類
'【 農民 直配 外銷 等級 】 高雄 燕巢 特 大 顆 芭樂',食/水果類
'【 農頭家 】 高雄 NG 牛奶 蜜棗',食/水果類
'【 農頭家 】 高雄 內門 百香果',食/水果類
'【 農頭家 】 高雄 牛奶 蜜棗',食/水果類
'【 農頭家 】 高雄 六龜 日陞 木瓜',食/水果類
'【 樂淇 蘋果 ROCKIT 】 樂淇 蘋果',食/水果類
'【 優鮮配 】 季節 限定 日本 空運 夢幻 草莓',食/水果類
'【 鮮果 日誌 】 蓮霧界 的 LV 黑糖 芭比',食/水果類
'土 芒果 青鮮 果乾',食/水果類
'小太陽 愛文 芒果 金',食/水果類
'牛心 蕃茄',食/水果類
'台灣 上等 蕉',食/水果類
'台灣 香蕉 重量 分享包',食/水果類
'有機 黃金蕉',食/水果類
'百 香 青木瓜',食/水果類
'每 日 C100\% 葡萄 綜合 果汁瓶',食/水果類
'沁涼 西瓜',食/水果類
'波蜜 100\% 一 日 芒果 蔬果汁',食/水果類
'波蜜 低卡 蔬果汁',食/水果類
'長野 麝香 葡萄 禮盒',食/水果類
'金鑽 鳳梨',食/水果類
'珍珠 芭樂',食/水果類
'紅心 木瓜',食/水果類
'紅玉 綠葡萄',食/水果類
'紅蘋 大吉嶺 蘋果',食/水果類
'美國 無 籽 砂糖 橘',食/水果類
'美國 無 籽 綠葡萄',食/水果類
'香吉士 芭樂 果汁 飲料',食/水果類
'香蕉 產銷 履歷',食/水果類
'泰國 直 送 帶 殼 山竹',食/水果類
'馬來西亞 D197 正宗 貓山王 榴槤',食/水果類
'馬來西亞 D197 頂級 老欉 貓山王 榴槤',食/水果類
'紐西蘭 樂淇 蘋果',食/水果類
'紐西蘭 加拉 蘋果',食/水果類
'紐西蘭 奇異果',食/水果類
'產銷 履歷 香蕉',食/水果類
'盒裝 榴槤 冷藏',食/水果類
'進口 冷凍 金 枕頭 榴槤',食/水果類
'進口 紅 櫻桃',食/水果類
'植物 的 優 草莓',食/水果類
'植物 的 優 葡萄',食/水果類
'無 籽 綠葡萄',食/水果類
'園之味 100\% 柳橙汁',食/水果類
'園之味 柳橙',食/水果類
'愛文 芒果',食/水果類
'聖德科斯 奇異果 蘋果 綜合 果汁',食/水果類
'聖德科斯 桑椹 莓果 綜合 果汁',食/水果類
'綜合 水果 繽紛 杯',食/水果類
'臺灣 大 西瓜',食/水果類
'摩斯 蘋果汁',食/水果類
'【 Cococina 】 無 刺 鮭魚 菲力',食/水產類
'【 Real Shop 】 岩見 鮑魚',食/水產類
'【 Umai 鎢 滿 】 台灣 野生 一 口 烏魚子',食/水產類
'【 Zhuyin 】 台南 去 刺 鮮美 虱目魚 肚',食/水產類
'【 一手 鮮貨 】 日本 生食 級 2 S 干貝',食/水產類
'【 一手 鮮貨 】 日本 原裝 生食 級 生蠔',食/水產類
'【 一手 鮮貨 】 台灣 午仔魚',食/水產類
'【 一手 鮮貨 】 東港 黃金 鯧魚',食/水產類
'【 一手 鮮貨 】 格陵蘭 無 肚洞 扁鱈 切片',食/水產類
'【 一手 鮮貨 】 泰國 免 剝殼 泰 蝦仁',食/水產類
'【 一手 鮮貨 】 臺灣 野生 秋刀魚',食/水產類
'【 三 頓 飯 】 台南 老饕 去 刺 虱目魚 肚',食/水產類
'【 三 頓 飯 】 台灣 特 大 鮮嫩 金目 鱸魚片',食/水產類
'【 三頓 飯 】 北海道 笹谷 商店 秋 鮭魚 卵',食/水產類
'【 三 頓 飯 】 挪威 肥嫩 厚 切 鮭魚',食/水產類
'【 三 頓 飯 】 特選 生食 級 海膽',食/水產類
'【 三 頓 飯 】 野放 活凍 超大 艾迪 白蝦',食/水產類
'【 三 頓 飯 】 無 刺 巴沙魚排',食/水產類
'【 三 頓 飯 】 澎湖 船活 凍生 小卷',食/水產類
'【 三 頓 飯 】 鮮凍 特 大 厚切 白帶魚',食/水產類
'【 上野 物產 】 阿拉斯加 野生 紅鮭',食/水產類
'【 大成 】 根島 生態 海 蝦仁',食/水產類
'【 大成 】 根島 生態 海蝦仁 大成 食品',食/水產類
'【 大成 】 根島 生態 蝦',食/水產類
'【 大 食 怪 】 北極 格陵蘭 Q彈 熟 甜 蝦',食/水產類
'【 小川 漁屋 】 安康魚 骰子',食/水產類
'【 元家 】 日本 北海道 生 食 級 干貝',食/水產類
'【 元家 】 日本 北海道 頂級 3S 生食 級 干貝',食/水產類
'【 元家 】 北海道 黃金 SA 乾 干貝 禮盒',食/水產類
'【 元家 】 格陵蘭 冷凍 厚切 大 比目魚',食/水產類
'【 元家 】 格陵蘭 嚴選 冷凍 厚切 大 比目魚',食/水產類
'【 元家 】 御用 極品 藍鑽 蝦仁',食/水產類
'【 元家 】 鮮嫩 格陵蘭 大 比目魚 切片',食/水產類
'【 天和 鮮物 】 龍 虎斑魚 下巴',食/水產類
'【 天時福 】 雙 產銷 外銷 級 金目 鱸魚 菲力片 切',食/水產類
'【 天時福 】 雙 產銷 美味 純 虱目魚丸 雙 口味',食/水產類
'【 王家 的 魚店 】 口湖 精選 上等 烏魚子 一 口 吃',食/水產類
'【 台灣 好 漁 】 行家 才 懂 的 美味 七星 鱸魚 下巴',食/水產類
'【 永安 新港 社區 】 龍虎 石斑 鮮魚 切塊',食/水產類
'【 永苑行 】 台灣 野生 一 口 烏魚子',食/水產類
'【 永苑行 】 台灣 野生 厚 切 一 口 烏魚子',食/水產類
'【 永豐餘 生技 】 海水 生態 虱目魚 肚',食/水產類
'【 永豐餘 生技 】 澎湖 現 撈 野生 肉 鯽魚',食/水產類
'【 北海 漁鋪 】 彭佳嶼 現 流 急 凍 赤宗',食/水產類
'【 好 神 】 MIT 鮮嫩 鯛魚片',食/水產類
'【 好 神 】 台灣 鮮 凍 去 刺 白帶魚捲',食/水產類
'【 好嬸 水產 】 日本 東北 產 料亭 專用 生食 級 生蠔',食/水產類
'【 好嬸 水產 】 北歐 直 送 鮮嫩 大 比目魚 / 扁鱈',食/水產類
'【 好嬸 水產 】 南美 產 鮮 甜 軟 Q 船 凍 白蝦',食/水產類
'【 好嬸 水產 】 智利 進口 獨特 櫸木 冷 燻 工法 煙燻 鮭魚',食/水產類
'【 池鮮生 】 台南 鮮嫩 無 刺 虱目魚肚',食/水產類
'【 老張 鮮物 】 澎湖 直 送 野生 鮮活 小卷',食/水產類
'【 低溫 宅配 黑豬 泰國 蝦 】 大 蝦公',食/水產類
'【 究好味 】 挪威 薄鹽 兩 片 切 鯖魚',食/水產類
'【 享 吃 海鮮 】 南方澳 鮮 撈 無 鹽 鯖魚',食/水產類
'【 佶 品 豐味 】 厚切 野生 一 口 烏魚子',食/水產類
'【 佶品 豐味 】 格陵蘭 扁鱈魚 大 比目魚 超 厚切 無 肚洞',食/水產類
'【 東港 農會 】 料理用 櫻花蝦',食/水產類
'【 泓源 水產 】 智利 急凍 鮮嫩 剖半 鮭魚 頭',食/水產類
'【 玥沐 嚴選 】 爆蛋 活體 冷凍 紅 蟳',食/水產類
'【 茄萣區 農會 】 無 刺 虱目魚 肚',食/水產類
'【 急 鮮 配 東港 農會 】 料理用 櫻花蝦',食/水產類
'【 急 鮮 配 優 鮮 配 】 厚切 無 肚洞 格陵蘭 大 比目魚',食/水產類
'【 美味 邸家 】 南方澳 現 撈 兩 片 切 鯖魚',食/水產類
'【 美威 鮭魚 】 挪威 鮮嫩 全 魚 切片',食/水產類
'【 美威 鮭魚 】 輕鬆 料理 系列',食/水產類
'【 美威 鮭魚 】 精選 厚 切 下巴排 薄鹽 口味',食/水產類
'【 美威 鮭魚 】 精選 鮭魚 菲力',食/水產類
'【 悅 生活 】 鮮 市集 高 Omeaga3 油脂 菲力 鮭魚 肚條',食/水產類
'【 海 之 醇 】 大 規格 土魠魚 厚 切',食/水產類
'【 海 之 醇 】 大 規格 午仔魚 一 夜 干',食/水產類
'【 海 之 醇 】 大 規格 野生 前 段 白帶魚',食/水產類
'【 海 之 醇 】 干貝 蝦 滑',食/水產類
'【 海 之 醇 】 中段 無 肚 白帶魚',食/水產類
'【 海 之 醇 】 中段 無肚洞 雪鯛 切片',食/水產類
'【 海 之 醇 】 去 刺 去 鱗 鮭魚 菲力',食/水產類
'【 海 之 醇 】 去 骨 去 刺 鱸魚 清 肉',食/水產類
'【 海 之 醇 】 台灣 物產 午仔魚 一 夜干',食/水產類
'【 海 之 醇 】 冰島 無 肚洞 扁鱈',食/水產類
'【 海 之 醇 】 智利 鮭魚 輪切',食/水產類
'【 海 之 醇 】 優質 無 肚 土 魠魚片',食/水產類
'【 海 之 醇 】 嚴選 SGS 無 刺 巴沙魚排',食/水產類
'【 海 之 醇 】 嚴選 土魠魚 厚 切',食/水產類
'【 海洋 之 心 】 台灣 無 刺 鯖魚 柳',食/水產類
'【 海 揚 鮮物 】 智利 鮭魚 菲力',食/水產類
'【 海揚 鮮物 】 鮮切 冠軍級 格陵蘭 大 比目魚 切片',食/水產類
'【 海濤客 】 台灣 野生 一 口 烏魚子',食/水產類
'【 海鮮 主義 】 中秋 必 烤 極致 鮮甜 魷魚 一 夜 干',食/水產類
'【 海鮮 主義 】 日本 北海道 去皮章 魚腳',食/水產類
'【 海鮮 主義 】 台灣 產 鮮甜 去 刺 虱目魚 肚',食/水產類
'【 烏野家 】 台灣 一 口 烏魚子 隨手 包',食/水產類
'【 華得 水產 】 東港 松板 大目 鮪魚 腹肉',食/水產類
'【 華得 水產 】 野生 厚切 特 大 白帶魚',食/水產類
'【 華得 水產 】 熟 凍 爆蛋紅 蟳',食/水產類
'【 陳家 烏魚子 】 野生 一 口 烏魚子 厚 切',食/水產類
'【 梓官區 漁會 】 蚵仔寮 一 口 吃 烏魚子',食/水產類
'【 深海 】 正東港 乾 櫻花蝦',食/水產類
'【 第一 名 頂級 金鑽 烏魚子 】 烏魚子 禮盒',食/水產類
'【 萊貝耶 LABEYRIE 】 法國 經典 煙燻 鮭魚 切片',食/水產類
'【 揚信 】 頂級 金鑽 烏魚子',食/水產類
'【 最 頂 規 大 尺寸 】 台南 老饕 去 刺 虱目魚 肚',食/水產類
'【 愛上 新鮮 】 無鹽 鯖魚',食/水產類
'【 團圓 烏魚子 】 頂級 金鑽 烏魚子 禮盒',食/水產類
'【 團圓 烏魚子 】 頂級 金鑽 野生 烏魚子',食/水產類
'【 漢克 嚴選 】 鮮甜 割背 大 白 蝦仁',食/水產類
'【 漢來 飯店 】 五星 主廚 監製 霸王 咕溜蝦 滑',食/水產類
'【 億錸 養生 蛤 】 嚴選 活體 大 蛤蜊 / 文蛤',食/水產類
'【 澎湖區 漁會 】 正宗 澎湖 土魠魚 輪切片',食/水產類
'【 澎湖區 漁會 】 生鮮 小管',食/水產類
'【 築地 一 番 鮮 】 日本 原裝 明太子',食/水產類
'【 築地 一 番 鮮 】 厚 片 超大 油質 豐厚 挪威 薄鹽 鯖魚',食/水產類
'【 築地 一 番 鮮 】 對 剖 熟 凍 帝王蟹 肉腳',食/水產類
'【 優 鮮配 】 日本 原裝 明太子',食/水產類
'【 優 鮮配 】 日本 原裝 鮭魚 卵',食/水產類
'【 優 鮮 配 】 北歐 帶卵 柳葉魚',食/水產類
'【 優 鮮配 】 宜蘭 大 尺寸 爆卵 香魚',食/水產類
'【 優 鮮配 】 宜蘭 特選 巨無霸 XXL 爆卵母 香魚',食/水產類
'【 優鮮配 】 刺身 用 原裝 生食 級 甜 蝦',食/水產類
'【 優 鮮 配 】 厚片 超大 油質 豐厚 挪威 薄鹽 鯖魚',食/水產類
'【 優 鮮 配 】 厚切 無 肚洞 輪 切 土魠魚',食/水產類
'【 優 鮮配 】 重量級 鮮魚',食/水產類
'【 優 鮮 配 】 海味 之 冠 帶 殼 大連 鮑魚',食/水產類
'【 優 鮮配 】 特 大 活 凍 新鮮 整 尾 石斑魚',食/水產類
'【 優 鮮 配 】 生食 鯛魚 清肉片',食/水產類
'【 優 鮮 配 】 船 凍 鮮甜 QQ 爆 卵 有 蛋 小卷',食/水產類
'【 優 鮮 配 】 頂級 北極 甜 蝦',食/水產類
'【 優 鮮 配 】 智利 鮭魚 整 尾 切片',食/水產類
'【 優 鮮 配 】 無肚洞 小 鮭魚',食/水產類
'【 優 鮮 配 】 超級 巨無霸 頂級 鄂霍次克 海生 鱈場 蟹腳',食/水產類
'【 優 鮮 配 】 蔚藍海 加勒比海 龍蝦 身',食/水產類
'【 優 鮮配 】 嚴選 口湖 頭等獎 野生 烏魚子',食/水產類
'【 優 鮮 配 】 嚴選 中段 厚 切 鮭魚',食/水產類
'【 優 鮮 配 】 嚴選 智利 熟 凍 對剖 帝王蟹 肉腳',食/水產類
'【 優鮮配 】 嚴選 優質 無 肚洞 土魠魚',食/水產類
'【 鮮食堂 】 嚴選 去 刺 金目 鱸魚 排',食/水產類
'【 鮮綠 生活 】 去 刺 鮮美 虱目魚 皮',食/水產類
'【 鮮綠 生活 】 台南 去 刺 虱目魚 肚',食/水產類
'【 鮮綠 生活 】 台南 去 刺 虱目魚 肚',食/水產類
'【 鮮綠 生活 】 台灣 金目 鱸魚片',食/水產類
'【 鮮綠 生活 】 台灣 金目 鱸魚片',食/水產類
'【 鮮綠 生活 】 北海道 花魚 一 夜 干',食/水產類
'【 鮮綠 生活 】 炙燒 台灣 一 口 吃 烏魚子',食/水產類
'【 鮮綠 生活 】 挪威 薄鹽 鯖魚 M',食/水產類
'【 鮮綠 生活 】 海鮮 福箱',食/水產類
'【 鮮綠 生活 】 特厚 智利 鮭魚 切片',食/水產類
'【 鮮綠 生活 】 帶 尾 無 毒 蝦仁',食/水產類
'【 鮮綠 生活 】 現 流 手工 去 刺 白帶魚 清 肉',食/水產類
'【 鮮綠 生活 】 船 凍 基隆 當季 野生 現 撈 小卷',食/水產類
'【 鮮綠 生活 】 野生 船 凍 透 抽',食/水產類
'【 鮮綠 生活 】 頂級 智利 鮭魚 菲力',食/水產類
'【 鮮綠 生活 】 智利 頂級 原料 煙燻 鮭魚 切片',食/水產類
'【 鮮綠 生活 】 極 鮮 去 刺 虱目魚 里肌魚 柳條',食/水產類
'【 鮮綠 生活 】 無 漂白 南方澳 生 凍吻仔魚',食/水產類
'【 鮮綠 生活 】 超大 尺寸 超厚 正 挪威 薄鹽 鯖魚',食/水產類
'【 鮮綠 生活 】 超厚 智利 鮭魚 切片',食/水產類
'【 鮮綠 生活 】 嚴選 特大生 凍 白蝦 后',食/水產類
'【 鮮綠 生活 】 嚴選 特 厚 挪威 薄鹽 鯖魚片',食/水產類
'【 鮮綠 生活 】 嚴選 野放 活 凍 超大 白蝦',食/水產類
'【 鮮綠 生活 】 嚴選 霸王 大 草蝦',食/水產類
'【 鮮綠 生活 】 爆卵 熟凍 大紅 蟳',食/水產類
'【 鮮綠 生活 】 鱈場 蟹腳',食/水產類
'【 蘇 班長 安心 石斑 】 龍 虎 石斑 鮮魚 條 凍',食/水產類
'【 蘇 班長 安心 石斑 】 龍膽 清 肉 切片',食/水產類
'上億 嚴選 野生 捕撈 深海 去 刺 皇帝魚',食/水產類
'大 比目魚 切片',食/水產類
'大 火山 奶香 火山 龍蝦舞 干貝',食/水產類
'日本 北海道 古法 製作 花魚 一 夜干組',食/水產類
'台南 手 剝 野生 火燒 蝦仁',食/水產類
'台灣 在地 鮮嫩 去 刺 鱸魚 排組',食/水產類
'台灣 東港 野生 現 流 去 刺 鮪魚 腹肉排',食/水產類
'台灣 海養 去剌 鱸魚 排 厚片',食/水產類
'台灣 海養 去剌 鱸魚 排 厚片組',食/水產類
'台灣 鯛',食/水產類
'必 點 的 炸魚皮',食/水產類
'老火 酸菜魚',食/水產類
'尬鍋 海鮮 拼盤',食/水產類
沙漏魚皮,食/水產類
'花枝 天婦羅',食/水產類
'阿拉斯加 野生 霸王 皇帝魚 菲力',食/水產類
'冷藏 鮭魚 輪切 挪威',食/水產類
'季 之 鮮 五星級 無毒 生態 急凍 無 膨 發生 鮮 蝦仁',食/水產類
'季節 限定 野生 現 流 鮮 凍 赤筆魚',食/水產類
'松露 起士 蝦球',食/水產類
'英式 炸魚',食/水產類
'挪威 野生 超大 鯖魚片',食/水產類
'挪威 鮮 鯖魚 切 片 無鹽',食/水產類
'海味 干貝',食/水產類
'海帶 鮮魚 味噌湯',食/水產類
'海鮮 干貝 湯',食/水產類
海鮮捲,食/水產類
'特選 鮭魚 厚切',食/水產類
'國宴 主廚 潘盟仁 監製 日式 一 口 鮑魚 組',食/水產類
'梧棲 漁港 船 捕 季節 鮮 凍 白 北魚',食/水產類
'深海 石狗公 去 刺 魚片 組',食/水產類
'盒裝 去 殼 牡蠣',食/水產類
'野生 巨無霸 透抽組',食/水產類
'野生 捕撈 鮮 凍 大白 鯧',食/水產類
魚丸湯,食/水產類
'智利 銀鮭 輪切',食/水產類
'曾 記 頂級 野生 烏魚子 一 口 吃 澎湃',食/水產類
'極品 野生 安康魚',食/水產類
'超大 厚切 格陵蘭 大 比目魚',食/水產類
'黃金 魚板',食/水產類
'當 季 野生 船 釣 白帶魚 厚切',食/水產類
'當 季 鮮 凍 捕撈 白帶魚 厚 切',食/水產類
'溜溜 酸菜魚',食/水產類
'養殖 文蛤',食/水產類
'養殖 石斑魚 活體',食/水產類
'養殖 石斑魚 條凍',食/水產類
'養殖 吳郭魚 冷凍 魚片',食/水產類
'養殖 冷凍 白蝦',食/水產類
'鳳尾 蝦仁',食/水產類
'薄鹽 鯖魚',食/水產類
'鮭魚 三 味',食/水產類
'鮭魚 日 切',食/水產類
'鮮嫩 魚 下巴',食/水產類
'職人 手工 去 刺 午仔 清 肉魚片',食/水產類
'雙月 乾 蚵',食/水產類
'嚴選 鮮凍 野生 白口魚',食/水產類
'鯖魚 柴魚 花',食/水產類
'鯛魚 腹片',食/水產類
'羅勒 鮭魚 肚',食/水產類
'鰹魚 柴魚 花',食/水產類
'【 Pioneer 美國 】 牛五花 火鍋 肉片',食/肉類/牛
'【 Real Shop 】 北美 台塑 牛小排',食/肉類/牛
'【 Real Shop 】 美國 牛絞肉',食/肉類/牛
'【 大成 】 美國 Choice 板腱 牛 燒',食/肉類/牛
'【 小嚼士 】 沙朗牛 背 肩',食/肉類/牛
'【 小嚼士 】 沙朗牛背 肩 肉片',食/肉類/牛
'【 小嚼士 】 美國 霜降 比 臉 大 牛排',食/肉類/牛
'【 巨廚 】 台塑 熟成 帶骨 牛 小排',食/肉類/牛
'【 日本 和牛 】 日本 頂級 A5 和牛 燒肉片',食/肉類/牛
'【 王品 集團 】 王品 嚴選 / 紐西蘭 鮮切 沙朗 牛排',食/肉類/牛
'【 王品 集團 】 王品 嚴選 美國 嫩 肩里肌 火鍋',食/肉類/牛
'【 王品 集團 】 王品 嚴選 美國 嫩 肩里肌 原塊 牛排',食/肉類/牛
'【 永豐餘 生技 】 紐西蘭 草飼 沙朗 牛排',食/肉類/牛
'【 吉好味 】 美國 安格斯 雪花 牛肉片 火鍋 / 烤 肉',食/肉類/牛
'【 吉晟 嚴選 】 美國 SWIFT 牛 肋條',食/肉類/牛
'【 好 神 】 日本 頂級 和 牛 霜降',食/肉類/牛
'【 好 神 】 日本 頂級 和牛 霜降 肉片',食/肉類/牛
'【 好 神 】 加拿大 楓葉 雲頂 穀飼 雪花 牛肉片',食/肉類/牛
'【 好 神 】 美國 PRIME 等級 霜降 火鍋 牛包',食/肉類/牛
'【 好 神 】 美國 PRIME 等級 霜降 火鍋 牛肉片',食/肉類/牛
'【 好 神 】 美國 Prime 等級 霜降牛 火鍋 肉片',食/肉類/牛
'【 好 神 】 美國 Prime 霜降牛 火鍋',食/肉類/牛
'【 好 神 】 美國 Prime 霜降牛 火鍋 肉片',食/肉類/牛
'【 好 神 】 美國 安格斯 黑牛 帶骨 牛 小排',食/肉類/牛
'【 好 神 】 美國 安格斯 黑牛 絞肉',食/肉類/牛
'【 好 神 】 美國 頂級 霜降 凍脂 帶骨 牛 小排',食/肉類/牛
'【 好 神 】 美國 頂級 霜降 帶骨牛 小排',食/肉類/牛
'【 好 神 】 紐西蘭 天然 草飼 嫩 肩 沙朗 牛排',食/肉類/牛
'【 好 神 】 紐西蘭 草飼 肋眼 沙朗牛',食/肉類/牛
'【 好 神 】 紐西蘭 頂級 鮮 切 帶骨 牛 小排',食/肉類/牛
'【 好神 】 紐西蘭 超值 N G 菲力 牛排',食/肉類/牛
'【 好神 】 超值 大 份量 巴拉圭 NG 牛排組',食/肉類/牛
'【 好 神 】 超值 火烤 牛胸 腹 肉',食/肉類/牛
'【 享 吃 肉肉 】 PRIME 美國 特級 板腱 牛排',食/肉類/牛
'【 享 吃 肉肉 】 巨無霸 霜降 沙朗 牛排',食/肉類/牛
'【 享 吃 肉肉 】 美國 特選 板腱 牛肉片',食/肉類/牛
'【 享 吃 肉肉 】 美國 藍帶 特選 嫩 肩 牛',食/肉類/牛
'【 享 吃 肉肉 】 美國 藍帶 特選 嫩 肩 牛肉片',食/肉類/牛
'【 享 吃 肉肉 】 美國 藍帶 特選 嫩 肩 牛排',食/肉類/牛
'【 享 吃 肉肉 】 美 澳 紐 超值 福利 牛肉',食/肉類/牛
'【 享 吃 肉肉 買 送 】 Prime 牛排 饗宴 超 厚切 霜降 牛排 送 巨無霸 霜降 沙朗 牛排',食/肉類/牛
'【 享 吃 肉肉 買 送 】 紐西蘭 特選 牛舌',食/肉類/牛
'【 明治 和 牛 】 澳洲 和 牛 骰子 牛',食/肉類/牛
'【 約克街 肉舖 】 手拍 A5 和牛 漢堡排',食/肉類/牛
'【 約克街 肉舖 】 紐西蘭 厚 切 板腱 牛排',食/肉類/牛
'【 約克街 肉舖 】 澳洲 小牛 嫩 肩 牛排',食/肉類/牛
'【 約克街 肉鋪 】 日本 A5 極饌 雪紋 和 牛排',食/肉類/牛
'【 約克街 肉鋪 】 草飼 背肩 牛絞肉',食/肉類/牛
'【 約克街 肉鋪 】 澳洲 牛筋 切 段',食/肉類/牛
'【 美國 特選 】 自然 牛腱子 心',食/肉類/牛
'【 海肉 管家 】 日本 頂級 A5 黑毛 和 牛 菲力 牛排',食/肉類/牛
'【 海肉 管家 】 安格斯 超大 包NG 牛排',食/肉類/牛
'【 海肉 管家 】 自然 牛腱子 心 大 包裝',食/肉類/牛
'【 海肉 管家 】 美國 安格斯 NG 帶骨 牛 小排',食/肉類/牛
'【 海肉 管家 】 重量級 安格斯 NG 牛排',食/肉類/牛
'【 海肉 管家 】 紐西蘭 頂級 PS 骰子 牛',食/肉類/牛
'【 海 肉 管家 】 齊聚 盛宴 中秋 燒肉 組',食/肉類/牛
'【 國際 牛肉店 】 牛心',食/肉類/牛
'【 國際 牛肉店 】 牛舌 整 根',食/肉類/牛
'【 國際 牛肉店 】 牛肋條 切 塊',食/肉類/牛
'【 國際 牛肉店 】 牛腩 切 塊 送 滷包',食/肉類/牛
'【 國際 牛肉店 】 去 皮 牛尾 切 塊 送 滷包',食/肉類/牛
'【 國際 牛肉店 】 炒 牛肉片',食/肉類/牛
'【 國際 牛肉店 】 帶骨 牛肉',食/肉類/牛
'【 國際 牛肉店 】 燙 肉 火鍋 肉片',食/肉類/牛
'【 凱文 肉舖 】 美淇 食品 美國 CHOICE 特選級 霜降 牛肉 火鍋片',食/肉類/牛
'【 凱文 肉舖 】 美淇 食品 美國 安格斯 霜降 巨無霸 牛排',食/肉類/牛
'【 勝崎 生鮮 】 momo 限定 紐西蘭 PS 草飼 牛排 圍爐 年菜',食/肉類/牛
'【 勝崎 生鮮 】 巴拉圭 亞伯丁 黑牛 極 鮮嫩 肩 火鍋',食/肉類/牛
'【 勝崎 生鮮 】 巴拉圭 亞伯丁 黑牛 極 鮮嫩 肩 火鍋 肉片',食/肉類/牛
'【 勝崎 生鮮 】 日本 A4 純種 黑 毛 和 牛 嫩 肩 菲力 牛排',食/肉類/牛
'【 勝崎 生鮮 】 日本 A5 純種 黑 毛 和 牛 霜降 無 骨 牛 小排',食/肉類/牛
'【 勝崎 生鮮 】 日本 A5 黑 毛 和 牛 霜降 去 骨 小排',食/肉類/牛
'【 勝崎 生鮮 】 美國 1855 黑安格斯 熟成 帶骨 牛 小排',食/肉類/牛
'【 勝崎 生鮮 】 美國 1855 黑安格斯 熟成 極 鮮嫩 肩 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 1855 黑安格斯 熟成 霜降 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 1855 黑安格斯 熟成 霜降 牛排 超 厚 切',食/肉類/牛
'【 勝崎 生鮮 】 美國 CAB 安格斯 極 鮮嫩 肩 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 CAB 黑安格斯 濕式 熟成 沙朗 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 CAB 藍帶 雪花 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 CAB 藍帶 凝脂 厚切 帶骨 牛小排',食/肉類/牛
'【 勝崎 生鮮 】 美國 PRIME 黑安格斯 厚切 無 骨 牛小排',食/肉類/牛
'【 勝崎 生鮮 】 美國 PRIME 黑 安格斯 無 骨 牛 小排',食/肉類/牛
'【 勝崎 生鮮 】 美國 PRIME 濕式 熟成 厚切 頂級 肋眼 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 安格斯 雪花 沙朗 牛排 超 厚切',食/肉類/牛
'【 勝崎 生鮮 】 美國 安格斯 黑牛 濕式 熟成 小菲力 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 帶骨 台塑 牛 小排組',食/肉類/牛
'【 勝崎 生鮮 】 美國 黑安格斯 極 鮮嫩 肩 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 藍 絲帶 極 黑 厚 切 菲力 牛排',食/肉類/牛
'【 勝崎 生鮮 】 美國 藍 絲帶 極 黑 菲力 牛排',食/肉類/牛
'【 勝崎 生鮮 】 紐西蘭 PS 厚 切 嫩 肩 牛排',食/肉類/牛
'【 勝崎 生鮮 】 紐西蘭 PS 帶骨 牛 小排',食/肉類/牛
'【 勝崎 生鮮 】 紐西蘭 PS 嫩 肩 牛排',食/肉類/牛
'【 勝崎 生鮮 】 紐西蘭 PS 濕式 熟成 沙朗 牛排',食/肉類/牛
'【 勝崎 生鮮 】 紐西蘭 銀蕨 P S 極 鮮嫩 菲力 牛排',食/肉類/牛
